Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly,Khoang cach toi trung tam (Km),Gia (Tỷ VND)
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,76.000000,4.000000,5.000000,4.000000,12.000000,4.000000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.076465,10.000000
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.773011,106.676396,119.000000,,,,,,,,,,2.706998,17.500000
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.772200,106.669404,140.100000,4.000000,3.000000,3.000000,,9.000000,,,Cơ bản,Sổ đỏ/ Sổ hồng,3.476987,25.000000
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.786437,106.627862,48.000000,,,1.000000,12.000000,,,,,Sổ đỏ/ Sổ hồng,8.082233,7.200000
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880,106.718201,85.000000,,,5.000000,,5.000000,,,Cơ bản.,Sổ đỏ/ Sổ hồng,7.865177,15.300000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,102.700000,12.000000,12.000000,4.000000,12.000000,5.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,6.076465,11.900000
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.772318,106.680798,82.800000,8.000000,10.000000,3.000000,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,2.241593,24.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.829975,106.702610,80.000000,2.000000,3.000000,2.000000,12.000000,4.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,5.990358,9.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.820070,106.704027,59.500000,4.000000,5.000000,4.000000,6.000000,4.000000,,,Đầy đủ,Sổ hồng,4.903462,8.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,76.000000,4.000000,5.000000,4.000000,12.000000,4.000000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.076465,10.000000
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.773011,106.676396,119.000000,,,,,,,,,,2.706998,17.500000
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.772200,106.669404,140.100000,4.000000,3.000000,3.000000,,9.000000,,,Cơ bản,Sổ đỏ/ Sổ hồng,3.476987,25.000000
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.786437,106.627862,48.000000,,,1.000000,12.000000,,,,,Sổ đỏ/ Sổ hồng,8.082233,7.200000
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880,106.718201,85.000000,,,5.000000,,5.000000,,,Cơ bản.,Sổ đỏ/ Sổ hồng,7.865177,15.300000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,102.700000,12.000000,12.000000,4.000000,12.000000,5.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,6.076465,11.900000
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.772318,106.680798,82.800000,8.000000,10.000000,3.000000,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,2.241593,24.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.829975,106.702610,80.000000,2.000000,3.000000,2.000000,12.000000,4.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,5.990358,9.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.820070,106.704027,59.500000,4.000000,5.000000,4.000000,6.000000,4.000000,,,Đầy đủ,Sổ hồng,4.903462,8.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,76.000000,4.000000,5.000000,4.000000,12.000000,4.000000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.076465,10.000000
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.773011,106.676396,119.000000,,,,,,,,,,2.706998,17.500000
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.772200,106.669404,140.100000,4.000000,3.000000,3.000000,,9.000000,,,Cơ bản,Sổ đỏ/ Sổ hồng,3.476987,25.000000
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.786437,106.627862,48.000000,,,1.000000,12.000000,,,,,Sổ đỏ/ Sổ hồng,8.082233,7.200000
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880,106.718201,85.000000,,,5.000000,,5.000000,,,Cơ bản.,Sổ đỏ/ Sổ hồng,7.865177,15.300000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,102.700000,12.000000,12.000000,4.000000,12.000000,5.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,6.076465,11.900000
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.772318,106.680798,82.800000,8.000000,10.000000,3.000000,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,2.241593,24.500000
Hồ Chí Minh,Bình Chánh,Đại Phúc Green Villas,"Dự án Đại Phúc Green Villas, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",10.717951,106.683197,110.000000,4.000000,5.000000,4.000000,40.000000,,Đông - Bắc,Đông - Bắc,,Hợp đồng mua bán,6.692548,17.500000
Hồ Chí Minh,Quận 7,,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.738005,106.720806,60.000000,4.000000,5.000000,3.000000,6.000000,4.000000,Nam,Nam,Cơ bản,Sổ đỏ/ Sổ hồng.,4.713713,9.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.829975,106.702610,80.000000,2.000000,3.000000,2.000000,12.000000,4.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,5.990358,9.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.820070,106.704027,59.500000,4.000000,5.000000,4.000000,6.000000,4.000000,,,Đầy đủ,Sổ hồng,4.903462,8.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,76.000000,4.000000,5.000000,4.000000,12.000000,4.000000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.076465,10.000000
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.773011,106.676396,119.000000,,,,,,,,,,2.706998,17.500000
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.772200,106.669404,140.100000,4.000000,3.000000,3.000000,,9.000000,,,Cơ bản,Sổ đỏ/ Sổ hồng,3.476987,25.000000
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.786437,106.627862,48.000000,,,1.000000,12.000000,,,,,Sổ đỏ/ Sổ hồng,8.082233,7.200000
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880,106.718201,85.000000,,,5.000000,,5.000000,,,Cơ bản.,Sổ đỏ/ Sổ hồng,7.865177,15.300000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,102.700000,12.000000,12.000000,4.000000,12.000000,5.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,6.076465,11.900000
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.772318,106.680798,82.800000,8.000000,10.000000,3.000000,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,2.241593,24.500000
Hồ Chí Minh,Quận 7,Hưng Thái,"Dự án Hưng Thái 1 & 2, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.734664,106.708549,126.000000,3.000000,4.000000,3.000000,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.629548,26.000000
Hồ Chí Minh,Bình Chánh,,"Đường Đoàn Nguyễn Tuấn, Xã Hưng Long, Bình Chánh, Hồ Chí Minh",10.649371,106.625759,103.200000,2.000000,2.000000,,8.000000,6.000000,Đông - Nam,,Không nội thất,Sổ đỏ/ Sổ hồng,16.230056,1.150000
Hồ Chí Minh,Quận 7,,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",10.751614,106.701714,51.000000,7.000000,7.000000,4.000000,3.000000,4.060000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,2.681265,6.500000
Hồ Chí Minh,Bình Tân,,"Đường Sinco, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",10.735487,106.605568,68.000000,5.000000,6.000000,6.000000,8.000000,4.000000,Tây - Nam,Tây - Nam,,Sổ đỏ/ Sổ hồng,11.350601,6.450000
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905,106.553215,80.000000,3.000000,4.000000,3.000000,,,,,,Sổ đỏ/ Sổ hồng,16.174560,6.900000
Hồ Chí Minh,Tân Phú,,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",10.799788,106.630604,112.000000,3.000000,3.000000,2.000000,20.000000,,Nam,Nam,,Sổ đỏ/ Sổ hồng,8.139765,23.000000
Hồ Chí Minh,Tân Phú,,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.782810,106.626530,64.000000,4.000000,5.000000,3.000000,8.000000,,,,,,8.178955,6.000000
Hồ Chí Minh,Tân Phú,,"Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",10.782810,106.626530,68.000000,1.000000,1.000000,1.000000,20.000000,,Đông - Bắc,,,,8.178955,11.900000
Hồ Chí Minh,Bình Chánh,,"Đường Nguyễn Hữu Trí, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",10.691372,106.572858,75.000000,2.000000,2.000000,1.000000,6.000000,,,,Cơ bản,Sổ đỏ/ Sổ hồng,16.843766,0.890000
Hồ Chí Minh,Tân Bình,,"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",10.825524,106.640306,108.000000,2.000000,2.000000,1.000000,23.000000,4.500000,Đông - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng,8.615546,13.800000
Hồ Chí Minh,Thủ Đức,,"Đường Quốc Hương, Phường Thảo Điền, Thủ Đức, Hồ Chí Minh",10.806433,106.732310,120.000000,3.000000,3.000000,2.000000,,,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,4.815416,15.300000
Hồ Chí Minh,Quận 12,,"59, Đường Trung Mỹ Tây 9, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",10.857030,106.613652,72.000000,4.000000,20.000000,2.000000,,4.000000,,,,Sổ đỏ/ Sổ hồng,13.108999,3.800000
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",10.811975,106.692504,62.410000,4.000000,3.000000,3.000000,8.000000,4.690000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.102737,10.500000
Hồ Chí Minh,Quận 7,,"Đường Số 40, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.736726,106.709408,140.000000,4.000000,5.000000,5.000000,20.000000,7.000000,Đông - Nam,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng,4.423908,12.800000
Hồ Chí Minh,Bình Thạnh,,"Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",10.802571,106.695687,47.000000,2.000000,2.000000,2.000000,6.000000,5.300000,Tây,Tây,Cơ bản,Sổ đỏ/ Sổ hồng,3.012665,10.450000
Hồ Chí Minh,Quận 10,,"Đường Bà Hạt, Phường 8, Quận 10, Hồ Chí Minh",10.765303,106.665965,28.000000,3.000000,3.000000,3.000000,3.000000,,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.003210,5.000000
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.829975,106.702610,80.000000,2.000000,3.000000,2.000000,12.000000,4.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,5.990358,9.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.820070,106.704027,59.500000,4.000000,5.000000,4.000000,6.000000,4.000000,,,Đầy đủ,Sổ hồng,4.903462,8.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,76.000000,4.000000,5.000000,4.000000,12.000000,4.000000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.076465,10.000000
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.773011,106.676396,119.000000,,,,,,,,,,2.706998,17.500000
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.772200,106.669404,140.100000,4.000000,3.000000,3.000000,,9.000000,,,Cơ bản,Sổ đỏ/ Sổ hồng,3.476987,25.000000
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.786437,106.627862,48.000000,,,1.000000,12.000000,,,,,Sổ đỏ/ Sổ hồng,8.082233,7.200000
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880,106.718201,85.000000,,,5.000000,,5.000000,,,Cơ bản.,Sổ đỏ/ Sổ hồng,7.865177,15.300000
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.830592,106.705546,102.700000,12.000000,12.000000,4.000000,12.000000,5.000000,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,6.076465,11.900000
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.772318,106.680798,82.800000,8.000000,10.000000,3.000000,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,2.241593,24.500000
Hồ Chí Minh,Quận 3,,"Đường Trương Quyền, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",10.786490,106.692796,84.000000,14.000000,14.000000,5.000000,,,,,,,1.479275,23.800000
Hồ Chí Minh,Tân Phú,,"Đường Lê Đình Thụ, Phường Tân Thành, Tân Phú, Hồ Chí Minh",10.789015,106.631496,56.000000,4.000000,4.000000,4.000000,7.000000,4.600000,Bắc,,Không nội thất,Sổ đỏ/ Sổ hồng,7.737804,6.800000
Hồ Chí Minh,Thủ Đức,,"5/5 Đường 45, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10.842518,106.733788,16.000000,2.000000,2.000000,3.000000,2.000000,4.000000,Bắc,,Đầy đủ,Hợp đồng mua bán,8.201521,1.150000
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905,106.553215,80.000000,3.000000,4.000000,3.000000,,,,,,Sổ đỏ/ Sổ hồng,16.174560,6.900000
Hồ Chí Minh,Quận 1,,"Đường Cô Giang, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",10.763730,106.695613,16.000000,3.000000,2.000000,4.000000,,,,,,Sổ đỏ/ Sổ hồng,1.462812,2.880000
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880,106.718201,105.000000,4.000000,5.000000,,,,,,,,7.865177,16.700000
Hồ Chí Minh,Quận 5,,"Phường 7, Quận 5, Hồ Chí Minh",10.753938,106.671753,40.000000,4.000000,3.000000,4.000000,,3.400000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.011251,9.500000
Hồ Chí Minh,Bình Thạnh,,"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",10.808425,106.687906,115.000000,,,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,3.877249,11.500000
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880,106.718201,120.000000,,,7.000000,,7.000000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,7.865177,26.500000
Hồ Chí Minh,Thủ Đức,,"Đường Số 8, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.847912,106.724445,52.000000,4.000000,3.000000,4.000000,,,,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng,8.374601,6.390000
Hồ Chí Minh,Nhà Bè,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh.",10.678416,106.753362,30.000000,3.000000,2.000000,4.000000,,2.000000,Tây - Nam,,Đầy đủ,,12.205203,2.500000
Hồ Chí Minh,Tân Bình,,"Đường Tân Phước, Phường 8, Tân Bình, Hồ Chí Minh",10.784082,106.653325,30.000000,3.000000,3.000000,4.000000,8.000000,3.600000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,5.291146,6.200000
Hồ Chí Minh,Quận 3,,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",10.787655,106.678192,88.000000,3.000000,3.000000,2.000000,10.000000,6.000000,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng,2.814038,23.000000
Hồ Chí Minh,Quận 3,,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",10.787655,106.678192,88.000000,3.000000,3.000000,2.000000,10.000000,6.000000,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng,2.814038,23.000000
Hồ Chí Minh,Quận 7,,"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",10.742024,106.715871,62.000000,,,2.000000,,5.800000,,,,Sổ đỏ/ Sổ hồng.,4.079933,9.000000
Hồ Chí Minh,Tân Bình,,"Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",10.826074,106.641114,32.600000,,,3.000000,6.000000,,,,,Sổ đỏ/ Sổ hồng,8.586988,4.950000
Hồ Chí Minh,Quận 1,,"Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",10.766998,106.700084,71.000000,8.000000,4.000000,4.000000,,4.000000,,,Cơ bản,Sổ đỏ/ Sổ hồng.,0.983322,29.000000
Hồ Chí Minh,Tân Bình,,"Đường Hồng Lạc, Phường 10, Tân Bình, Hồ Chí Minh",10.787460,106.647089,81.300000,5.000000,,2.000000,,,,,,Sổ đỏ/ Sổ hồng,6.032457,6.300000
Hồ Chí Minh,Thủ Đức,,"139, Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",21.016338,105.784046,61.600000,4.000000,4.000000,4.000000,20.000000,5.000000,Đông,Đông,Đầy đủ,Sổ đỏ/ Sổ hồng,1137.446947,13.500000
Hồ Chí Minh,Bình Thạnh,,"Hẻm 20, Đường Tân Cảng, Phường 25, Bình Thạnh, Hồ Chí Minh",10.800008,106.724784,48.000000,4.000000,5.000000,4.000000,,,,,,Sổ đỏ,3.731180,9.000000
Hồ Chí Minh,Quận 3,,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",10.784744,106.668698,25.000000,4.000000,4.000000,4.000000,4.000000,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,3.665374,5.950000
Hồ Chí Minh,Quận 10,,"Đường Bà Hạt, Phường 8, Quận 10, Hồ Chí Minh",10.765303,106.665965,39.000000,3.000000,3.000000,5.000000,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.003210,9.200000
Hồ Chí Minh,Thủ Đức,,"Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10.841228,106.717181,60.000000,4.000000,4.000000,4.000000,6.000000,4.000000,Đông - Bắc,,Cơ bản,Sổ hồng riêng,7.446260,6.500000
Hồ Chí Minh,Quận 7,The Panorama,"Dự án The Panorama, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721818,106.714020,142.000000,3.000000,2.000000,2.000000,17.500000,,,,,Sổ đỏ/ Sổ hồng,6.143690,19.000000
Hồ Chí Minh,Bình Tân,,"Đường Số 16, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",10.811507,106.606195,90.000000,4.000000,4.000000,3.000000,8.000000,5.000000,,,,Sổ hồng,11.091363,7.500000
Hồ Chí Minh,Quận 12,,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",10.856594,106.620984,100.000000,3.000000,2.000000,2.000000,4.000000,4.700000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,12.502460,6.450000
Hồ Chí Minh,Quận 1,,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Hồ Chí Minh",10.793511,106.691495,56.380000,,,3.000000,20.000000,4.100000,Tây,,,,2.212565,26.000000
Hồ Chí Minh,Bình Tân,,"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",10.766409,106.600326,56.000000,5.000000,5.000000,4.000000,6.000000,4.000000,,,Đầy đủ,Sổ đỏ/ Sổ hồng,11.058094,6.050000
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905,106.553215,80.000000,3.000000,4.000000,3.000000,,,,,,Sổ đỏ/ Sổ hồng,16.174560,6.900000
Hồ Chí Minh,Bình Chánh,Khu dân cư Camellia Garden,"Dự án Camellia Garden, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",10.726377,106.668472,156.000000,3.000000,3.000000,2.000000,,,,,Đầy đủ,Hợp đồng mua bán.,6.525405,16.000000
Hồ Chí Minh,Bình Thạnh,,"Đường Tân Cảng, Phường 25, Bình Thạnh, Hồ Chí Minh",10.800008,106.724784,120.000000,3.000000,2.000000,1.000000,20.000000,20.000000,Đông - Nam,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng,3.731180,25.000000
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905,106.553215,90.000000,4.000000,5.000000,3.000000,,,,,,Hợp đồng mua bán,16.174560,6.900000
Hồ Chí Minh,Tân Bình,,"109, Đường Bàu Cát 3, Phường 12, Tân Bình, Hồ Chí Minh",10.792120,106.644546,66.400000,9.000000,6.000000,4.000000,14.000000,4.200000,Nam,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.429360,16.800000
Hồ Chí Minh,Quận 7,Khu đô thị Him Lam Kênh Tẻ,"Dự án Him Lam Kênh Tẻ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",10.741341,106.698555,100.000000,,,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,3.825622,21.000000
