Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Gia (VND),Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.7721997,106.6694042,25000000000.0,"140,1",4,3,3,,9.0,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7864369008825,106.627862021583,7200000000.0,48,,,1,12.0,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.8448801040649,106.718200683594,15300000000.0,85,,,5,,5.0,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,11900000000.0,"102,7",12,12,4,12.0,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.7723176,106.680798,24500000000.0,"82,8",8,10,3,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8299749,106.7026103,9500000000.0,80,2,3,2,12.0,4.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8200704,106.7040266,8500000000.0,"59,5",4,5,4,6.0,4.0,,,Đầy đủ,Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,10000000000.0,76,4,5,4,12.0,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.7730111,106.6763964,17500000000.0,119,,,,,,,,,
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.7721997,106.6694042,25000000000.0,"140,1",4,3,3,,9.0,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7864369008825,106.627862021583,7200000000.0,48,,,1,12.0,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.8448801040649,106.718200683594,15300000000.0,85,,,5,,5.0,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,11900000000.0,"102,7",12,12,4,12.0,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.7723176,106.680798,24500000000.0,"82,8",8,10,3,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8299749,106.7026103,9500000000.0,80,2,3,2,12.0,4.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8200704,106.7040266,8500000000.0,"59,5",4,5,4,6.0,4.0,,,Đầy đủ,Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,10000000000.0,76,4,5,4,12.0,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.7730111,106.6763964,17500000000.0,119,,,,,,,,,
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.7721997,106.6694042,25000000000.0,"140,1",4,3,3,,9.0,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7864369008825,106.627862021583,7200000000.0,48,,,1,12.0,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.8448801040649,106.718200683594,15300000000.0,85,,,5,,5.0,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,11900000000.0,"102,7",12,12,4,12.0,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.7723176,106.680798,24500000000.0,"82,8",8,10,3,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8299749,106.7026103,9500000000.0,80,2,3,2,12.0,4.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8200704,106.7040266,8500000000.0,"59,5",4,5,4,6.0,4.0,,,Đầy đủ,Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,10000000000.0,76,4,5,4,12.0,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.7730111,106.6763964,17500000000.0,119,,,,,,,,,
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.7721997,106.6694042,25000000000.0,"140,1",4,3,3,,9.0,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7864369008825,106.627862021583,7200000000.0,48,,,1,12.0,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.8448801040649,106.718200683594,15300000000.0,85,,,5,,5.0,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,11900000000.0,"102,7",12,12,4,12.0,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.7723176,106.680798,24500000000.0,"82,8",8,10,3,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Chánh,Đại Phúc Green Villas,"Dự án Đại Phúc Green Villas, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",10.717950820922852,106.68319702148438,17500000000.0,110,4,5,4,40.0,,Đông - Bắc,Đông - Bắc,,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.738005,106.7208057,9500000000.0,60,4,5,3,6.0,4.0,Nam,Nam,Cơ bản,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8299749,106.7026103,9500000000.0,80,2,3,2,12.0,4.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8200704,106.7040266,8500000000.0,"59,5",4,5,4,6.0,4.0,,,Đầy đủ,Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,10000000000.0,76,4,5,4,12.0,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.7730111,106.6763964,17500000000.0,119,,,,,,,,,
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.7721997,106.6694042,25000000000.0,"140,1",4,3,3,,9.0,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7864369008825,106.627862021583,7200000000.0,48,,,1,12.0,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.8448801040649,106.718200683594,15300000000.0,85,,,5,,5.0,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,11900000000.0,"102,7",12,12,4,12.0,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.7723176,106.680798,24500000000.0,"82,8",8,10,3,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Hưng Thái,"Dự án Hưng Thái 1 & 2, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.734663963317871,106.70854949951172,26000000000.0,126,3,4,3,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Chánh,,"Đường Đoàn Nguyễn Tuấn, Xã Hưng Long, Bình Chánh, Hồ Chí Minh",10.649371,106.625759,1150000000.0,"103,2",2,2,,8.0,6.0,Đông - Nam,,Không nội thất,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",10.7516138,106.7017145,6500000000.0,51,7,7,4,3.0,4.06,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Tân,,"Đường Sinco, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",10.7354869,106.6055677,6450000000.0,68,5,6,6,8.0,4.0,Tây - Nam,Tây - Nam,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,,"Đường 449, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",10.8459798,106.7933697,30000000000.0,463,60,60,6,,6.1,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905090332031,106.55321502685547,6900000000.0,80,3,4,3,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",10.7997882,106.630604,23000000000.0,112,3,3,2,20.0,,Nam,Nam,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",10.8646129121408,106.744064314635,50000000000.0,"280,3",,,2,10.0,8.0,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Mỹ Thái 3,"Dự án Mỹ Thái 3, Đường 23, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.714923858642578,106.72922515869141,33000000000.0,140,4,4,3,,,Tây - Bắc,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7828097,106.6265299,6000000000.0,64,4,5,3,8.0,,,,,
Hồ Chí Minh,Tân Phú,,"Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",10.7828097,106.6265299,11900000000.0,68,1,1,1,20.0,,Đông - Bắc,,,
Hồ Chí Minh,Bình Chánh,,"Đường Nguyễn Hữu Trí, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",10.6913723,106.5728581,890000000.0,75,2,2,1,6.0,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Bình,,"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",10.825524,106.6403064,13800000000.0,108,2,2,1,23.0,4.5,Đông - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"641 - 643, Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",10.8000577,106.716672,285000000000.0,485,,,10,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Củ Chi,,"Xã Phước Vĩnh An, Củ Chi, Hồ Chí Minh",10.9878900671412,106.526866504749,2700000000.0,184,2,,,,7.0,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,,"Đường Quốc Hương, Phường Thảo Điền, Thủ Đức, Hồ Chí Minh",10.8064331,106.7323097,15300000000.0,120,3,3,2,,,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 12,,"59, Đường Trung Mỹ Tây 9, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",10.8570298,106.613652,3800000000.0,72,4,20,2,,4.0,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",10.8119746,106.6925044,10500000000.0,"62,41",4,3,3,8.0,4.69,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,,"Đường Số 40, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.7367263,106.7094084,12800000000.0,140,4,5,5,20.0,7.0,Đông - Nam,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",10.8025714,106.6956873,10450000000.0,47,2,2,2,6.0,5.3,Tây,Tây,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 10,,"Đường Bà Hạt, Phường 8, Quận 10, Hồ Chí Minh",10.7653035,106.6659654,5000000000.0,28,3,3,3,3.0,,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8299749,106.7026103,9500000000.0,80,2,3,2,12.0,4.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8200704,106.7040266,8500000000.0,"59,5",4,5,4,6.0,4.0,,,Đầy đủ,Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,10000000000.0,76,4,5,4,12.0,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 10,,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10.7730111,106.6763964,17500000000.0,119,,,,,,,,,
Hồ Chí Minh,Quận 10,,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.7721997,106.6694042,25000000000.0,"140,1",4,3,3,,9.0,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,,"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7864369008825,106.627862021583,7200000000.0,48,,,1,12.0,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.8448801040649,106.718200683594,15300000000.0,85,,,5,,5.0,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",10.8305916,106.705546,11900000000.0,"102,7",12,12,4,12.0,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 3,,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",10.7723176,106.680798,24500000000.0,"82,8",8,10,3,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 3,,"Đường Trương Quyền, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",10.7864901,106.6927964,23800000000.0,84,14,14,5,,,,,,
Hồ Chí Minh,Tân Phú,,"Đường Lê Đình Thụ, Phường Tân Thành, Tân Phú, Hồ Chí Minh",10.789015,106.6314957,6800000000.0,56,4,4,4,7.0,4.6,Bắc,,Không nội thất,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,,"5/5 Đường 45, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10.8425184,106.7337881,1150000000.0,16,2,2,3,2.0,4.0,Bắc,,Đầy đủ,Hợp đồng mua bán
Hồ Chí Minh,Bình Thạnh,,"467, Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",10.8000577,106.716672,230000000000.0,400,,,10,,10.6,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905090332031,106.55321502685547,6900000000.0,80,3,4,3,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 1,,"Đường Cô Giang, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",10.7637303,106.695613,2880000000.0,16,3,2,4,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880104064941,106.71820068359375,16700000000.0,105,4,5,,,,,,,
Hồ Chí Minh,Quận 5,,"Phường 7, Quận 5, Hồ Chí Minh",10.7539381008533,106.671752880794,9500000000.0,40,4,3,4,,3.4,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",10.8084246,106.6879064,11500000000.0,115,,,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Khu đô thị Vạn Phúc City,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.844880104064941,106.71820068359375,26500000000.0,120,,,7,,7.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,,"Đường Số 8, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10.8479123,106.7244448,6390000000.0,52,4,3,4,,,,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Nhà Bè,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh.",10.6784161,106.7533621,2500000000.0,30,3,2,4,,2.0,Tây - Nam,,Đầy đủ,
Hồ Chí Minh,Quận 7,Star Hill,"Dự án Star Hill, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.730915069580078,106.72628021240234,45000000000.0,258,,,,,,,,,
Hồ Chí Minh,Tân Bình,,"Đường Tân Phước, Phường 8, Tân Bình, Hồ Chí Minh",10.7840823,106.6533247,6200000000.0,30,3,3,4,8.0,3.6,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,Vinhomes Central Park,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",10.794928550720215,106.72074127197266,190000000000.0,300,,,3,,,,,Đầy đủ,Hợp đồng mua bán
Hồ Chí Minh,Quận 3,,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",10.7876547,106.6781922,23000000000.0,88,3,3,2,10.0,6.0,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 3,,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",10.7876547,106.6781922,23000000000.0,88,3,3,2,10.0,6.0,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,,"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",10.7420244,106.7158713,9000000000.0,62,,,2,,5.8,,,,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Tân Bình,,"Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",10.8260742976231,106.641113752393,4950000000.0,"32,6",,,3,6.0,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 1,,"Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",10.7669976,106.7000841,29000000000.0,71,8,4,4,,4.0,,,Cơ bản,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Tân Bình,,"Đường Hồng Lạc, Phường 10, Tân Bình, Hồ Chí Minh",10.7874596,106.647089,6300000000.0,"81,3",5,,2,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,,"139, Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",21.0163377,105.7840464,13500000000.0,"61,6",4,4,4,20.0,5.0,Đông,Đông,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,,"Hẻm 20, Đường Tân Cảng, Phường 25, Bình Thạnh, Hồ Chí Minh",10.8000081,106.7247843,9000000000.0,48,4,5,4,,,,,,Sổ đỏ
Hồ Chí Minh,Quận 3,,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",10.7847437,106.6686984,5950000000.0,25,4,4,4,4.0,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 10,,"Đường Bà Hạt, Phường 8, Quận 10, Hồ Chí Minh",10.7653035,106.6659654,9200000000.0,39,3,3,5,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,The Glen - Celadon City,"Dự án The Glen - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.803971290588379,106.61735534667969,21430000000.0,"367,4",6,7,5,,,,,,Hợp đồng mua bán
Hồ Chí Minh,Thủ Đức,,"Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10.8412279,106.7171811,6500000000.0,60,4,4,4,6.0,4.0,Đông - Bắc,,Cơ bản,Sổ hồng riêng
Hồ Chí Minh,Quận 7,The Panorama,"Dự án The Panorama, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.7218179702759,106.714019775391,19000000000.0,142,3,2,2,17.5,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Tân,,"Đường Số 16, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",10.8115075,106.6061949,7500000000.0,90,4,4,3,8.0,5.0,,,,Sổ hồng
Hồ Chí Minh,Quận 12,,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",10.8565943,106.6209843,6450000000.0,100,3,2,2,4.0,4.7,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 1,,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Hồ Chí Minh",10.7935105,106.6914949,26000000000.0,"56,38",,,3,20.0,4.1,Tây,,,
Hồ Chí Minh,Bình Tân,,"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",10.7664092,106.6003259,6050000000.0,56,5,5,4,6.0,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905090332031,106.55321502685547,6900000000.0,80,3,4,3,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,,"Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",10.8442878,106.7621573,150000000000.0,1.221,4,6,3,30.0,30.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Chánh,Khu dân cư Camellia Garden,"Dự án Camellia Garden, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",10.726377487182617,106.66847229003906,16000000000.0,156,3,3,2,,,,,Đầy đủ,Hợp đồng mua bán.
Hồ Chí Minh,Bình Thạnh,,"195 + 195A, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10.8152919,106.7077763,73000000000.0,470,,,5,,8.5,,,,Sổ hồng
Hồ Chí Minh,Quận 2,Victoria Village,"Dự án Victoria Village, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.776856422424316,106.75929260253906,27500000000.0,176,,,3,,,,,,
Hồ Chí Minh,Bình Thạnh,,"Đường Tân Cảng, Phường 25, Bình Thạnh, Hồ Chí Minh",10.8000081,106.7247843,25000000000.0,120,3,2,1,20.0,20.0,Đông - Nam,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Chánh,The Meadow Bình Chánh,"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.769905090332031,106.55321502685547,6900000000.0,90,4,5,3,,,,,,Hợp đồng mua bán
